,view_id,view,crypto,accuracy_down,accuracy_neutral,accuracy_up,precision_down,precision_neutral,precision_up,recall_down,recall_neutral,recall_up,f1_down,f1_neutral,f1_up,exec_time,learning_rate,max_iter,max_leaf_nodes
104,C,candles-OKX,BNB,0.0075662042875157,0.9986667692228804,0.0116343490304709,0.3396226415094339,0.9043859852794354,0.3230769230769231,0.0075662042875157,0.9986667692228804,0.0116343490304709,0.0148026315789473,0.9491909542840432,0.0224598930481283,14.852931022644045,0.5,50.0,10.0
105,C,candles-OKX,BNB,0.0142917192097519,0.9969745916980745,0.0144044321329639,0.2786885245901639,0.9050600502746484,0.2574257425742574,0.0142917192097519,0.9969745916980745,0.0144044321329639,0.0271891243502599,0.948796466870814,0.0272822665267576,17.033498764038086,0.5,50.0,100.0
106,C,candles-OKX,BNB,0.0075662042875157,0.9986667692228804,0.0116343490304709,0.3396226415094339,0.9043859852794354,0.3230769230769231,0.0075662042875157,0.9986667692228804,0.0116343490304709,0.0148026315789473,0.9491909542840432,0.0224598930481283,14.923810005187988,0.5,150.0,10.0
107,C,candles-OKX,BNB,0.0142917192097519,0.9969745916980745,0.0144044321329639,0.2786885245901639,0.9050600502746484,0.2574257425742574,0.0142917192097519,0.9969745916980745,0.0144044321329639,0.0271891243502599,0.948796466870814,0.0272822665267576,16.994549036026,0.5,150.0,100.0
108,C,candles-OKX,BNB,0.0,1.0,0.0,0.0,0.9031189941417556,0.0,0.0,1.0,0.0,0.0,0.94909356369388,0.0,22.277287244796756,0.001,50.0,10.0
109,C,candles-OKX,BNB,0.0,1.0,0.0,0.0,0.9031189941417556,0.0,0.0,1.0,0.0,0.0,0.94909356369388,0.0,53.410032987594604,0.001,50.0,100.0
110,C,candles-OKX,BNB,0.0,1.0,0.0,0.0,0.9031189941417556,0.0,0.0,1.0,0.0,0.0,0.94909356369388,0.0,46.5635130405426,0.001,150.0,10.0
111,C,candles-OKX,BNB,0.0,1.0,0.0,0.0,0.9031189941417556,0.0,0.0,1.0,0.0,0.0,0.94909356369388,0.0,140.0519208908081,0.001,150.0,100.0
112,C,candles-OKX,DOGE,0.0059333637608397,0.9988672056021832,0.0148629818857408,0.3714285714285714,0.9008335461700993,0.3902439024390244,0.0059333637608397,0.9988672056021832,0.0148629818857408,0.0116801437556154,0.9473208726544664,0.0286353467561521,15.41934084892273,0.5,50.0,10.0
113,C,candles-OKX,DOGE,0.0127795527156549,0.9970907780237886,0.0236878773803994,0.3043478260869565,0.901722933643772,0.3541666666666667,0.0127795527156549,0.9970907780237886,0.0236878773803994,0.0245291283399036,0.9470119327073552,0.0444057466260339,17.01006317138672,0.5,50.0,100.0
114,C,candles-OKX,DOGE,0.0059333637608397,0.9988672056021832,0.0148629818857408,0.3714285714285714,0.9008335461700993,0.3902439024390244,0.0059333637608397,0.9988672056021832,0.0148629818857408,0.0116801437556154,0.9473208726544664,0.0286353467561521,15.431218385696411,0.5,150.0,10.0
